eleccion;comuna;cut_comuna;region;cut_region;candidatura;votos;votos_comuna;votos_comuna_mayoria;ganador_comuna
Primera vuelta;Río Negro;10305;Los Lagos;10;Jose Antonio Kast;2158;6343;2158;Jose Antonio Kast
Primera vuelta;Río Negro;10305;Los Lagos;10;Marco Enriquez-Ominami;290;6343;2158;Jose Antonio Kast
Primera vuelta;Río Negro;10305;Los Lagos;10;Sebastian Sichel;703;6343;2158;Jose Antonio Kast
Primera vuelta;Río Negro;10305;Los Lagos;10;Votos En Blanco;44;6343;2158;Jose Antonio Kast
Primera vuelta;Río Negro;10305;Los Lagos;10;Votos Nulos;66;6343;2158;Jose Antonio Kast
Primera vuelta;Río Negro;10305;Los Lagos;10;Yasna Provoste;1314;6343;2158;Jose Antonio Kast
Primera vuelta;Río Verde;12103;Magallanes y de la Antártica Chilena;12;Eduardo Artes;0;258;101;Jose Antonio Kast
Primera vuelta;Río Verde;12103;Magallanes y de la Antártica Chilena;12;Franco Aldo Parisi;31;258;101;Jose Antonio Kast
Primera vuelta;Río Verde;12103;Magallanes y de la Antártica Chilena;12;Gabriel Boric;52;258;101;Jose Antonio Kast
Primera vuelta;Río Verde;12103;Magallanes y de la Antártica Chilena;12;Jose Antonio Kast;101;258;101;Jose Antonio Kast
Primera vuelta;Río Verde;12103;Magallanes y de la Antártica Chilena;12;Marco Enriquez-Ominami;29;258;101;Jose Antonio Kast
Primera vuelta;Río Verde;12103;Magallanes y de la Antártica Chilena;12;Sebastian Sichel;26;258;101;Jose Antonio Kast
Primera vuelta;Río Verde;12103;Magallanes y de la Antártica Chilena;12;Votos En Blanco;0;258;101;Jose Antonio Kast
Primera vuelta;Río Verde;12103;Magallanes y de la Antártica Chilena;12;Votos Nulos;2;258;101;Jose Antonio Kast
Primera vuelta;Río Verde;12103;Magallanes y de la Antártica Chilena;12;Yasna Provoste;17;258;101;Jose Antonio Kast
Primera vuelta;Saavedra;9116;La Araucanía;9;Eduardo Artes;106;5200;1581;Jose Antonio Kast
Primera vuelta;Saavedra;9116;La Araucanía;9;Franco Aldo Parisi;535;5200;1581;Jose Antonio Kast
Primera vuelta;Saavedra;9116;La Araucanía;9;Gabriel Boric;760;5200;1581;Jose Antonio Kast
Primera vuelta;Saavedra;9116;La Araucanía;9;Jose Antonio Kast;1581;5200;1581;Jose Antonio Kast
Primera vuelta;Saavedra;9116;La Araucanía;9;Marco Enriquez-Ominami;406;5200;1581;Jose Antonio Kast
Primera vuelta;Saavedra;9116;La Araucanía;9;Sebastian Sichel;453;5200;1581;Jose Antonio Kast
Primera vuelta;Saavedra;9116;La Araucanía;9;Votos En Blanco;72;5200;1581;Jose Antonio Kast
Primera vuelta;Saavedra;9116;La Araucanía;9;Votos Nulos;104;5200;1581;Jose Antonio Kast
Primera vuelta;Saavedra;9116;La Araucanía;9;Yasna Provoste;1183;5200;1581;Jose Antonio Kast
Primera vuelta;Sagrada Familia;7307;Maule;7;Eduardo Artes;72;7460;1966;Jose Antonio Kast
Primera vuelta;Sagrada Familia;7307;Maule;7;Franco Aldo Parisi;992;7460;1966;Jose Antonio Kast
Primera vuelta;Sagrada Familia;7307;Maule;7;Gabriel Boric;1303;7460;1966;Jose Antonio Kast
Primera vuelta;Sagrada Familia;7307;Maule;7;Jose Antonio Kast;1966;7460;1966;Jose Antonio Kast
Primera vuelta;Sagrada Familia;7307;Maule;7;Marco Enriquez-Ominami;557;7460;1966;Jose Antonio Kast
Primera vuelta;Sagrada Familia;7307;Maule;7;Sebastian Sichel;974;7460;1966;Jose Antonio Kast
Primera vuelta;Sagrada Familia;7307;Maule;7;Votos En Blanco;63;7460;1966;Jose Antonio Kast
Primera vuelta;Sagrada Familia;7307;Maule;7;Votos Nulos;67;7460;1966;Jose Antonio Kast
Primera vuelta;Sagrada Familia;7307;Maule;7;Yasna Provoste;1466;7460;1966;Jose Antonio Kast
Primera vuelta;Salamanca;4204;Coquimbo;4;Eduardo Artes;141;9978;2512;Franco Aldo Parisi
Primera vuelta;Salamanca;4204;Coquimbo;4;Franco Aldo Parisi;2512;9978;2512;Franco Aldo Parisi
Primera vuelta;Salamanca;4204;Coquimbo;4;Gabriel Boric;2131;9978;2512;Franco Aldo Parisi
Primera vuelta;Salamanca;4204;Coquimbo;4;Jose Antonio Kast;2017;9978;2512;Franco Aldo Parisi
Primera vuelta;Salamanca;4204;Coquimbo;4;Marco Enriquez-Ominami;577;9978;2512;Franco Aldo Parisi
Primera vuelta;Salamanca;4204;Coquimbo;4;Sebastian Sichel;832;9978;2512;Franco Aldo Parisi
Primera vuelta;Salamanca;4204;Coquimbo;4;Votos En Blanco;73;9978;2512;Franco Aldo Parisi
Primera vuelta;Salamanca;4204;Coquimbo;4;Votos Nulos;85;9978;2512;Franco Aldo Parisi
Primera vuelta;Salamanca;4204;Coquimbo;4;Yasna Provoste;1610;9978;2512;Franco Aldo Parisi
Primera vuelta;San Antonio;5601;Valparaíso;5;Eduardo Artes;1038;39155;11916;Gabriel Boric
Primera vuelta;San Antonio;5601;Valparaíso;5;Franco Aldo Parisi;5914;39155;11916;Gabriel Boric
Primera vuelta;San Antonio;5601;Valparaíso;5;Gabriel Boric;11916;39155;11916;Gabriel Boric
Primera vuelta;San Antonio;5601;Valparaíso;5;Jose Antonio Kast;6985;39155;11916;Gabriel Boric
Primera vuelta;San Antonio;5601;Valparaíso;5;Marco Enriquez-Ominami;4312;39155;11916;Gabriel Boric
Primera vuelta;San Antonio;5601;Valparaíso;5;Sebastian Sichel;3454;39155;11916;Gabriel Boric
Primera vuelta;San Antonio;5601;Valparaíso;5;Votos En Blanco;138;39155;11916;Gabriel Boric
Primera vuelta;San Antonio;5601;Valparaíso;5;Votos Nulos;323;39155;11916;Gabriel Boric
Primera vuelta;San Antonio;5601;Valparaíso;5;Yasna Provoste;5075;39155;11916;Gabriel Boric
Primera vuelta;San Bernardo;13401;Metropolitana de Santiago;13;Eduardo Artes;1675;98771;29945;Gabriel Boric
Primera vuelta;San Bernardo;13401;Metropolitana de Santiago;13;Franco Aldo Parisi;11024;98771;29945;Gabriel Boric
Primera vuelta;San Bernardo;13401;Metropolitana de Santiago;13;Gabriel Boric;29945;98771;29945;Gabriel Boric
Primera vuelta;San Bernardo;13401;Metropolitana de Santiago;13;Jose Antonio Kast;23430;98771;29945;Gabriel Boric
Primera vuelta;San Bernardo;13401;Metropolitana de Santiago;13;Marco Enriquez-Ominami;11311;98771;29945;Gabriel Boric
Primera vuelta;San Bernardo;13401;Metropolitana de Santiago;13;Sebastian Sichel;10233;98771;29945;Gabriel Boric
Primera vuelta;San Bernardo;13401;Metropolitana de Santiago;13;Votos En Blanco;343;98771;29945;Gabriel Boric
Primera vuelta;San Bernardo;13401;Metropolitana de Santiago;13;Votos Nulos;802;98771;29945;Gabriel Boric
Primera vuelta;San Bernardo;13401;Metropolitana de Santiago;13;Yasna Provoste;10008;98771;29945;Gabriel Boric
Primera vuelta;San Carlos;16301;Ñuble;16;Eduardo Artes;161;19769;7914;Jose Antonio Kast
Primera vuelta;San Carlos;16301;Ñuble;16;Franco Aldo Parisi;2347;19769;7914;Jose Antonio Kast
Primera vuelta;San Carlos;16301;Ñuble;16;Gabriel Boric;3136;19769;7914;Jose Antonio Kast
Primera vuelta;San Carlos;16301;Ñuble;16;Jose Antonio Kast;7914;19769;7914;Jose Antonio Kast
Primera vuelta;San Carlos;16301;Ñuble;16;Marco Enriquez-Ominami;943;19769;7914;Jose Antonio Kast
Primera vuelta;San Carlos;16301;Ñuble;16;Sebastian Sichel;2410;19769;7914;Jose Antonio Kast
Primera vuelta;San Carlos;16301;Ñuble;16;Votos En Blanco;149;19769;7914;Jose Antonio Kast
Primera vuelta;San Carlos;16301;Ñuble;16;Votos Nulos;167;19769;7914;Jose Antonio Kast
Primera vuelta;San Carlos;16301;Ñuble;16;Yasna Provoste;2542;19769;7914;Jose Antonio Kast
Primera vuelta;San Clemente;7109;Maule;7;Eduardo Artes;134;15078;4207;Jose Antonio Kast
Primera vuelta;San Clemente;7109;Maule;7;Franco Aldo Parisi;2291;15078;4207;Jose Antonio Kast
Primera vuelta;San Clemente;7109;Maule;7;Gabriel Boric;2687;15078;4207;Jose Antonio Kast
Primera vuelta;San Clemente;7109;Maule;7;Jose Antonio Kast;4207;15078;4207;Jose Antonio Kast
Primera vuelta;San Clemente;7109;Maule;7;Marco Enriquez-Ominami;1101;15078;4207;Jose Antonio Kast
Primera vuelta;San Clemente;7109;Maule;7;Sebastian Sichel;1749;15078;4207;Jose Antonio Kast
Primera vuelta;San Clemente;7109;Maule;7;Votos En Blanco;119;15078;4207;Jose Antonio Kast
Primera vuelta;San Clemente;7109;Maule;7;Votos Nulos;183;15078;4207;Jose Antonio Kast
Primera vuelta;San Clemente;7109;Maule;7;Yasna Provoste;2607;15078;4207;Jose Antonio Kast
Primera vuelta;San Esteban;5304;Valparaíso;5;Eduardo Artes;93;8401;1816;Jose Antonio Kast
Primera vuelta;San Esteban;5304;Valparaíso;5;Franco Aldo Parisi;1793;8401;1816;Jose Antonio Kast
Primera vuelta;San Esteban;5304;Valparaíso;5;Gabriel Boric;1726;8401;1816;Jose Antonio Kast
Primera vuelta;San Esteban;5304;Valparaíso;5;Jose Antonio Kast;1816;8401;1816;Jose Antonio Kast
Primera vuelta;San Esteban;5304;Valparaíso;5;Marco Enriquez-Ominami;594;8401;1816;Jose Antonio Kast
Primera vuelta;San Esteban;5304;Valparaíso;5;Sebastian Sichel;1006;8401;1816;Jose Antonio Kast
Primera vuelta;San Esteban;5304;Valparaíso;5;Votos En Blanco;43;8401;1816;Jose Antonio Kast
Primera vuelta;San Esteban;5304;Valparaíso;5;Votos Nulos;90;8401;1816;Jose Antonio Kast
Primera vuelta;San Esteban;5304;Valparaíso;5;Yasna Provoste;1240;8401;1816;Jose Antonio Kast
Primera vuelta;San Fabián;16304;Ñuble;16;Eduardo Artes;14;2338;805;Jose Antonio Kast
Primera vuelta;San Fabián;16304;Ñuble;16;Franco Aldo Parisi;281;2338;805;Jose Antonio Kast
Primera vuelta;San Fabián;16304;Ñuble;16;Gabriel Boric;394;2338;805;Jose Antonio Kast
Primera vuelta;San Fabián;16304;Ñuble;16;Jose Antonio Kast;805;2338;805;Jose Antonio Kast
Primera vuelta;San Fabián;16304;Ñuble;16;Marco Enriquez-Ominami;97;2338;805;Jose Antonio Kast
Primera vuelta;San Fabián;16304;Ñuble;16;Sebastian Sichel;308;2338;805;Jose Antonio Kast
Primera vuelta;San Fabián;16304;Ñuble;16;Votos En Blanco;23;2338;805;Jose Antonio Kast
Primera vuelta;San Fabián;16304;Ñuble;16;Votos Nulos;24;2338;805;Jose Antonio Kast
Primera vuelta;San Fabián;16304;Ñuble;16;Yasna Provoste;392;2338;805;Jose Antonio Kast
Primera vuelta;San Felipe;5701;Valparaíso;5;Eduardo Artes;425;29875;7691;Gabriel Boric
Primera vuelta;San Felipe;5701;Valparaíso;5;Franco Aldo Parisi;5113;29875;7691;Gabriel Boric
Primera vuelta;San Felipe;5701;Valparaíso;5;Gabriel Boric;7691;29875;7691;Gabriel Boric
Primera vuelta;San Felipe;5701;Valparaíso;5;Jose Antonio Kast;7542;29875;7691;Gabriel Boric
Primera vuelta;San Felipe;5701;Valparaíso;5;Marco Enriquez-Ominami;2200;29875;7691;Gabriel Boric
Primera vuelta;San Felipe;5701;Valparaíso;5;Sebastian Sichel;3253;29875;7691;Gabriel Boric
Primera vuelta;San Felipe;5701;Valparaíso;5;Votos En Blanco;132;29875;7691;Gabriel Boric
Primera vuelta;San Felipe;5701;Valparaíso;5;Votos Nulos;239;29875;7691;Gabriel Boric
Primera vuelta;San Felipe;5701;Valparaíso;5;Yasna Provoste;3280;29875;7691;Gabriel Boric
Primera vuelta;San Fernando;6301;Libertador Gral. Bernardo O'Higgins;6;Eduardo Artes;372;30608;8388;Jose Antonio Kast
Primera vuelta;San Fernando;6301;Libertador Gral. Bernardo O'Higgins;6;Franco Aldo Parisi;4053;30608;8388;Jose Antonio Kast
Primera vuelta;San Fernando;6301;Libertador Gral. Bernardo O'Higgins;6;Gabriel Boric;7173;30608;8388;Jose Antonio Kast
Primera vuelta;San Fernando;6301;Libertador Gral. Bernardo O'Higgins;6;Jose Antonio Kast;8388;30608;8388;Jose Antonio Kast
Primera vuelta;San Fernando;6301;Libertador Gral. Bernardo O'Higgins;6;Marco Enriquez-Ominami;2137;30608;8388;Jose Antonio Kast
Primera vuelta;San Fernando;6301;Libertador Gral. Bernardo O'Higgins;6;Sebastian Sichel;4242;30608;8388;Jose Antonio Kast
Primera vuelta;San Fernando;6301;Libertador Gral. Bernardo O'Higgins;6;Votos En Blanco;151;30608;8388;Jose Antonio Kast
Primera vuelta;San Fernando;6301;Libertador Gral. Bernardo O'Higgins;6;Votos Nulos;256;30608;8388;Jose Antonio Kast
Primera vuelta;San Fernando;6301;Libertador Gral. Bernardo O'Higgins;6;Yasna Provoste;3836;30608;8388;Jose Antonio Kast
Primera vuelta;San Gregorio;12104;Magallanes y de la Antártica Chilena;12;Eduardo Artes;0;249;95;Jose Antonio Kast
Primera vuelta;San Gregorio;12104;Magallanes y de la Antártica Chilena;12;Franco Aldo Parisi;33;249;95;Jose Antonio Kast
Primera vuelta;San Gregorio;12104;Magallanes y de la Antártica Chilena;12;Gabriel Boric;52;249;95;Jose Antonio Kast
Primera vuelta;San Gregorio;12104;Magallanes y de la Antártica Chilena;12;Jose Antonio Kast;95;249;95;Jose Antonio Kast
Primera vuelta;San Gregorio;12104;Magallanes y de la Antártica Chilena;12;Marco Enriquez-Ominami;27;249;95;Jose Antonio Kast
Primera vuelta;San Gregorio;12104;Magallanes y de la Antártica Chilena;12;Sebastian Sichel;32;249;95;Jose Antonio Kast
Primera vuelta;San Gregorio;12104;Magallanes y de la Antártica Chilena;12;Votos En Blanco;3;249;95;Jose Antonio Kast
Primera vuelta;San Gregorio;12104;Magallanes y de la Antártica Chilena;12;Votos Nulos;2;249;95;Jose Antonio Kast
Primera vuelta;San Gregorio;12104;Magallanes y de la Antártica Chilena;12;Yasna Provoste;5;249;95;Jose Antonio Kast
Primera vuelta;San Ignacio;16108;Ñuble;16;Eduardo Artes;59;6222;2504;Jose Antonio Kast
Primera vuelta;San Ignacio;16108;Ñuble;16;Franco Aldo Parisi;619;6222;2504;Jose Antonio Kast
Primera vuelta;San Ignacio;16108;Ñuble;16;Gabriel Boric;730;6222;2504;Jose Antonio Kast
Primera vuelta;San Ignacio;16108;Ñuble;16;Jose Antonio Kast;2504;6222;2504;Jose Antonio Kast
Primera vuelta;San Ignacio;16108;Ñuble;16;Marco Enriquez-Ominami;389;6222;2504;Jose Antonio Kast
Primera vuelta;San Ignacio;16108;Ñuble;16;Sebastian Sichel;892;6222;2504;Jose Antonio Kast
Primera vuelta;San Ignacio;16108;Ñuble;16;Votos En Blanco;56;6222;2504;Jose Antonio Kast
Primera vuelta;San Ignacio;16108;Ñuble;16;Votos Nulos;67;6222;2504;Jose Antonio Kast
Primera vuelta;San Ignacio;16108;Ñuble;16;Yasna Provoste;906;6222;2504;Jose Antonio Kast
Primera vuelta;San Javier;7406;Maule;7;Eduardo Artes;135;16119;5319;Jose Antonio Kast
Primera vuelta;San Javier;7406;Maule;7;Franco Aldo Parisi;2139;16119;5319;Jose Antonio Kast
Primera vuelta;San Javier;7406;Maule;7;Gabriel Boric;2720;16119;5319;Jose Antonio Kast
Primera vuelta;San Javier;7406;Maule;7;Jose Antonio Kast;5319;16119;5319;Jose Antonio Kast
Primera vuelta;San Javier;7406;Maule;7;Marco Enriquez-Ominami;979;16119;5319;Jose Antonio Kast
Primera vuelta;San Javier;7406;Maule;7;Sebastian Sichel;2086;16119;5319;Jose Antonio Kast
Primera vuelta;San Javier;7406;Maule;7;Votos En Blanco;119;16119;5319;Jose Antonio Kast
Primera vuelta;San Javier;7406;Maule;7;Votos Nulos;121;16119;5319;Jose Antonio Kast
Primera vuelta;San Javier;7406;Maule;7;Yasna Provoste;2501;16119;5319;Jose Antonio Kast
Primera vuelta;San Joaquín;13129;Metropolitana de Santiago;13;Eduardo Artes;940;39445;14987;Gabriel Boric
Primera vuelta;San Joaquín;13129;Metropolitana de Santiago;13;Franco Aldo Parisi;3048;39445;14987;Gabriel Boric
Primera vuelta;San Joaquín;13129;Metropolitana de Santiago;13;Gabriel Boric;14987;39445;14987;Gabriel Boric
Primera vuelta;San Joaquín;13129;Metropolitana de Santiago;13;Jose Antonio Kast;6971;39445;14987;Gabriel Boric
Primera vuelta;San Joaquín;13129;Metropolitana de Santiago;13;Marco Enriquez-Ominami;4250;39445;14987;Gabriel Boric
Primera vuelta;San Joaquín;13129;Metropolitana de Santiago;13;Sebastian Sichel;4379;39445;14987;Gabriel Boric
Primera vuelta;San Joaquín;13129;Metropolitana de Santiago;13;Votos En Blanco;143;39445;14987;Gabriel Boric
Primera vuelta;San Joaquín;13129;Metropolitana de Santiago;13;Votos Nulos;321;39445;14987;Gabriel Boric
Primera vuelta;San Joaquín;13129;Metropolitana de Santiago;13;Yasna Provoste;4406;39445;14987;Gabriel Boric
Primera vuelta;San José de Maipo;13203;Metropolitana de Santiago;13;Eduardo Artes;163;8092;2878;Gabriel Boric
Primera vuelta;San José de Maipo;13203;Metropolitana de Santiago;13;Franco Aldo Parisi;569;8092;2878;Gabriel Boric
Primera vuelta;San José de Maipo;13203;Metropolitana de Santiago;13;Gabriel Boric;2878;8092;2878;Gabriel Boric
Primera vuelta;San José de Maipo;13203;Metropolitana de Santiago;13;Jose Antonio Kast;1617;8092;2878;Gabriel Boric
Primera vuelta;San José de Maipo;13203;Metropolitana de Santiago;13;Marco Enriquez-Ominami;771;8092;2878;Gabriel Boric
Primera vuelta;San José de Maipo;13203;Metropolitana de Santiago;13;Sebastian Sichel;940;8092;2878;Gabriel Boric
Primera vuelta;San José de Maipo;13203;Metropolitana de Santiago;13;Votos En Blanco;34;8092;2878;Gabriel Boric
Primera vuelta;San José de Maipo;13203;Metropolitana de Santiago;13;Votos Nulos;98;8092;2878;Gabriel Boric
Primera vuelta;San José de Maipo;13203;Metropolitana de Santiago;13;Yasna Provoste;1022;8092;2878;Gabriel Boric
Primera vuelta;San Juan de la Costa;10306;Los Lagos;10;Eduardo Artes;66;4037;1228;Yasna Provoste
Primera vuelta;San Juan de la Costa;10306;Los Lagos;10;Franco Aldo Parisi;518;4037;1228;Yasna Provoste
Primera vuelta;San Juan de la Costa;10306;Los Lagos;10;Gabriel Boric;746;4037;1228;Yasna Provoste
Primera vuelta;San Juan de la Costa;10306;Los Lagos;10;Jose Antonio Kast;838;4037;1228;Yasna Provoste
Primera vuelta;San Juan de la Costa;10306;Los Lagos;10;Marco Enriquez-Ominami;231;4037;1228;Yasna Provoste
Primera vuelta;San Juan de la Costa;10306;Los Lagos;10;Sebastian Sichel;328;4037;1228;Yasna Provoste
Primera vuelta;San Juan de la Costa;10306;Los Lagos;10;Votos En Blanco;31;4037;1228;Yasna Provoste
Primera vuelta;San Juan de la Costa;10306;Los Lagos;10;Votos Nulos;51;4037;1228;Yasna Provoste
Primera vuelta;San Juan de la Costa;10306;Los Lagos;10;Yasna Provoste;1228;4037;1228;Yasna Provoste
Primera vuelta;San Miguel;13130;Metropolitana de Santiago;13;Eduardo Artes;1019;53098;19836;Gabriel Boric
Primera vuelta;San Miguel;13130;Metropolitana de Santiago;13;Franco Aldo Parisi;2404;53098;19836;Gabriel Boric
Primera vuelta;San Miguel;13130;Metropolitana de Santiago;13;Gabriel Boric;19836;53098;19836;Gabriel Boric
Primera vuelta;San Miguel;13130;Metropolitana de Santiago;13;Jose Antonio Kast;12312;53098;19836;Gabriel Boric
Primera vuelta;San Miguel;13130;Metropolitana de Santiago;13;Marco Enriquez-Ominami;3616;53098;19836;Gabriel Boric
Primera vuelta;San Miguel;13130;Metropolitana de Santiago;13;Sebastian Sichel;8226;53098;19836;Gabriel Boric
Primera vuelta;San Miguel;13130;Metropolitana de Santiago;13;Votos En Blanco;100;53098;19836;Gabriel Boric
Primera vuelta;San Miguel;13130;Metropolitana de Santiago;13;Votos Nulos;289;53098;19836;Gabriel Boric
Primera vuelta;San Miguel;13130;Metropolitana de Santiago;13;Yasna Provoste;5296;53098;19836;Gabriel Boric
Primera vuelta;San Nicolás;16305;Ñuble;16;Eduardo Artes;47;5432;1849;Jose Antonio Kast
Primera vuelta;San Nicolás;16305;Ñuble;16;Franco Aldo Parisi;691;5432;1849;Jose Antonio Kast
Primera vuelta;San Nicolás;16305;Ñuble;16;Gabriel Boric;785;5432;1849;Jose Antonio Kast
Primera vuelta;San Nicolás;16305;Ñuble;16;Jose Antonio Kast;1849;5432;1849;Jose Antonio Kast
Primera vuelta;San Nicolás;16305;Ñuble;16;Marco Enriquez-Ominami;403;5432;1849;Jose Antonio Kast
Primera vuelta;San Nicolás;16305;Ñuble;16;Sebastian Sichel;640;5432;1849;Jose Antonio Kast
Primera vuelta;San Nicolás;16305;Ñuble;16;Votos En Blanco;52;5432;1849;Jose Antonio Kast
Primera vuelta;San Nicolás;16305;Ñuble;16;Votos Nulos;59;5432;1849;Jose Antonio Kast
Primera vuelta;San Nicolás;16305;Ñuble;16;Yasna Provoste;906;5432;1849;Jose Antonio Kast
Primera vuelta;San Pablo;10307;Los Lagos;10;Eduardo Artes;55;4873;1566;Jose Antonio Kast
Primera vuelta;San Pablo;10307;Los Lagos;10;Franco Aldo Parisi;544;4873;1566;Jose Antonio Kast
Primera vuelta;San Pablo;10307;Los Lagos;10;Gabriel Boric;757;4873;1566;Jose Antonio Kast
Primera vuelta;San Pablo;10307;Los Lagos;10;Jose Antonio Kast;1566;4873;1566;Jose Antonio Kast
Primera vuelta;San Pablo;10307;Los Lagos;10;Marco Enriquez-Ominami;254;4873;1566;Jose Antonio Kast
Primera vuelta;San Pablo;10307;Los Lagos;10;Sebastian Sichel;454;4873;1566;Jose Antonio Kast
Primera vuelta;San Pablo;10307;Los Lagos;10;Votos En Blanco;33;4873;1566;Jose Antonio Kast
Primera vuelta;San Pablo;10307;Los Lagos;10;Votos Nulos;52;4873;1566;Jose Antonio Kast
Primera vuelta;San Pablo;10307;Los Lagos;10;Yasna Provoste;1158;4873;1566;Jose Antonio Kast
Primera vuelta;San Pedro;13505;Metropolitana de Santiago;13;Eduardo Artes;34;3644;1332;Jose Antonio Kast
Primera vuelta;San Pedro;13505;Metropolitana de Santiago;13;Franco Aldo Parisi;312;3644;1332;Jose Antonio Kast
Primera vuelta;San Pedro;13505;Metropolitana de Santiago;13;Gabriel Boric;671;3644;1332;Jose Antonio Kast
Primera vuelta;San Pedro;13505;Metropolitana de Santiago;13;Jose Antonio Kast;1332;3644;1332;Jose Antonio Kast
Primera vuelta;San Pedro;13505;Metropolitana de Santiago;13;Marco Enriquez-Ominami;195;3644;1332;Jose Antonio Kast
Primera vuelta;San Pedro;13505;Metropolitana de Santiago;13;Sebastian Sichel;483;3644;1332;Jose Antonio Kast
Primera vuelta;San Pedro;13505;Metropolitana de Santiago;13;Votos En Blanco;38;3644;1332;Jose Antonio Kast
Primera vuelta;San Pedro;13505;Metropolitana de Santiago;13;Votos Nulos;38;3644;1332;Jose Antonio Kast
Primera vuelta;San Pedro;13505;Metropolitana de Santiago;13;Yasna Provoste;541;3644;1332;Jose Antonio Kast
Primera vuelta;San Pedro de Atacama;2203;Antofagasta;2;Eduardo Artes;66;3310;1103;Franco Aldo Parisi
Primera vuelta;San Pedro de Atacama;2203;Antofagasta;2;Franco Aldo Parisi;1103;3310;1103;Franco Aldo Parisi
Primera vuelta;San Pedro de Atacama;2203;Antofagasta;2;Gabriel Boric;849;3310;1103;Franco Aldo Parisi
Primera vuelta;San Pedro de Atacama;2203;Antofagasta;2;Jose Antonio Kast;453;3310;1103;Franco Aldo Parisi
Primera vuelta;San Pedro de Atacama;2203;Antofagasta;2;Marco Enriquez-Ominami;215;3310;1103;Franco Aldo Parisi
Primera vuelta;San Pedro de Atacama;2203;Antofagasta;2;Sebastian Sichel;187;3310;1103;Franco Aldo Parisi
Primera vuelta;San Pedro de Atacama;2203;Antofagasta;2;Votos En Blanco;25;3310;1103;Franco Aldo Parisi
Primera vuelta;San Pedro de Atacama;2203;Antofagasta;2;Votos Nulos;42;3310;1103;Franco Aldo Parisi
Primera vuelta;San Pedro de Atacama;2203;Antofagasta;2;Yasna Provoste;370;3310;1103;Franco Aldo Parisi
Primera vuelta;San Pedro de la Paz;8108;Biobío;8;Eduardo Artes;489;46764;14414;Jose Antonio Kast
Primera vuelta;San Pedro de la Paz;8108;Biobío;8;Franco Aldo Parisi;7277;46764;14414;Jose Antonio Kast
Primera vuelta;San Pedro de la Paz;8108;Biobío;8;Gabriel Boric;9865;46764;14414;Jose Antonio Kast
Primera vuelta;San Pedro de la Paz;8108;Biobío;8;Jose Antonio Kast;14414;46764;14414;Jose Antonio Kast
Primera vuelta;San Pedro de la Paz;8108;Biobío;8;Marco Enriquez-Ominami;2926;46764;14414;Jose Antonio Kast
Primera vuelta;San Pedro de la Paz;8108;Biobío;8;Sebastian Sichel;6613;46764;14414;Jose Antonio Kast
Primera vuelta;San Pedro de la Paz;8108;Biobío;8;Votos En Blanco;139;46764;14414;Jose Antonio Kast
Primera vuelta;San Pedro de la Paz;8108;Biobío;8;Votos Nulos;277;46764;14414;Jose Antonio Kast
Primera vuelta;San Pedro de la Paz;8108;Biobío;8;Yasna Provoste;4764;46764;14414;Jose Antonio Kast
Primera vuelta;San Rafael;7110;Maule;7;Eduardo Artes;38;4168;1183;Jose Antonio Kast
Primera vuelta;San Rafael;7110;Maule;7;Franco Aldo Parisi;738;4168;1183;Jose Antonio Kast
Primera vuelta;San Rafael;7110;Maule;7;Gabriel Boric;590;4168;1183;Jose Antonio Kast
Primera vuelta;San Rafael;7110;Maule;7;Jose Antonio Kast;1183;4168;1183;Jose Antonio Kast
Primera vuelta;San Rafael;7110;Maule;7;Marco Enriquez-Ominami;369;4168;1183;Jose Antonio Kast
Primera vuelta;San Rafael;7110;Maule;7;Sebastian Sichel;548;4168;1183;Jose Antonio Kast
Primera vuelta;San Rafael;7110;Maule;7;Votos En Blanco;32;4168;1183;Jose Antonio Kast
Primera vuelta;San Rafael;7110;Maule;7;Votos Nulos;43;4168;1183;Jose Antonio Kast
Primera vuelta;San Rafael;7110;Maule;7;Yasna Provoste;627;4168;1183;Jose Antonio Kast
Primera vuelta;San Ramón;13131;Metropolitana de Santiago;13;Eduardo Artes;805;34191;10640;Gabriel Boric
Primera vuelta;San Ramón;13131;Metropolitana de Santiago;13;Franco Aldo Parisi;3607;34191;10640;Gabriel Boric
Primera vuelta;San Ramón;13131;Metropolitana de Santiago;13;Gabriel Boric;10640;34191;10640;Gabriel Boric
Primera vuelta;San Ramón;13131;Metropolitana de Santiago;13;Jose Antonio Kast;6373;34191;10640;Gabriel Boric
Primera vuelta;San Ramón;13131;Metropolitana de Santiago;13;Marco Enriquez-Ominami;4745;34191;10640;Gabriel Boric
Primera vuelta;San Ramón;13131;Metropolitana de Santiago;13;Sebastian Sichel;3480;34191;10640;Gabriel Boric
Primera vuelta;San Ramón;13131;Metropolitana de Santiago;13;Votos En Blanco;163;34191;10640;Gabriel Boric
Primera vuelta;San Ramón;13131;Metropolitana de Santiago;13;Votos Nulos;310;34191;10640;Gabriel Boric
Primera vuelta;San Ramón;13131;Metropolitana de Santiago;13;Yasna Provoste;4068;34191;10640;Gabriel Boric
Primera vuelta;San Rosendo;8310;Biobío;8;Eduardo Artes;13;1933;510;Jose Antonio Kast
Primera vuelta;San Rosendo;8310;Biobío;8;Franco Aldo Parisi;431;1933;510;Jose Antonio Kast
Primera vuelta;San Rosendo;8310;Biobío;8;Gabriel Boric;313;1933;510;Jose Antonio Kast
